0,1,291.94,223.09,43.88,131.96,0.96,-1,-1,-1
0,2,527.85,241.31,18.90,56.36,0.94,-1,-1,-1
0,3,669.94,209.25,79.99,184.95,0.94,-1,-1,-1
0,4,544.39,241.82,17.55,57.04,0.92,-1,-1,-1
0,5,548.78,219.21,20.25,56.03,0.92,-1,-1,-1
0,6,467.44,217.18,20.92,58.39,0.92,-1,-1,-1
0,7,317.08,231.19,33.24,91.80,0.92,-1,-1,-1
0,8,221.91,222.24,53.33,139.56,0.91,-1,-1,-1
0,9,711.45,214.65,86.40,167.74,0.90,-1,-1,-1
0,10,274.56,232.71,16.54,46.24,0.90,-1,-1,-1
0,11,507.60,216.68,20.25,60.07,0.88,-1,-1,-1
0,12,626.74,223.26,18.90,50.96,0.87,-1,-1,-1
0,13,210.09,228.99,19.58,46.24,0.87,-1,-1,-1
0,14,297.51,214.82,9.79,21.60,0.86,-1,-1,-1
0,15,289.58,215.33,10.12,21.60,0.86,-1,-1,-1
0,16,237.09,227.48,40.50,121.50,0.84,-1,-1,-1
0,17,331.59,225.28,16.37,47.25,0.81,-1,-1,-1
0,18,290.76,228.49,18.56,61.43,0.77,-1,-1,-1
0,19,487.69,228.49,14.85,38.14,0.76,-1,-1,-1
0,20,678.71,217.52,25.31,69.86,0.72,-1,-1,-1
1,1,292.09,222.79,43.87,132.55,0.95,-1,-1,-1
1,2,527.86,241.31,18.90,56.36,0.94,-1,-1,-1
1,3,671.41,209.69,82.04,187.44,0.92,-1,-1,-1
1,4,544.10,241.82,17.55,57.04,0.92,-1,-1,-1
1,5,549.08,219.21,20.25,56.02,0.92,-1,-1,-1
1,6,467.15,217.04,21.51,58.39,0.92,-1,-1,-1
1,7,317.82,231.19,32.80,91.51,0.92,-1,-1,-1
1,8,222.36,222.24,54.49,139.56,0.92,-1,-1,-1
1,9,712.04,214.95,87.57,168.62,0.92,-1,-1,-1
1,10,274.86,232.56,16.24,46.53,0.90,-1,-1,-1
1,11,507.61,216.53,20.84,60.37,0.88,-1,-1,-1
1,12,626.75,223.26,18.90,50.96,0.88,-1,-1,-1
1,13,210.10,228.99,19.57,45.94,0.86,-1,-1,-1
1,14,297.52,214.82,9.79,21.60,0.87,-1,-1,-1
1,15,289.73,215.33,10.12,21.31,0.86,-1,-1,-1
1,16,238.57,228.65,39.91,114.18,0.83,-1,-1,-1
1,17,333.07,224.55,15.78,46.37,0.84,-1,-1,-1
1,18,290.77,228.49,18.56,60.84,0.74,-1,-1,-1
1,19,487.99,227.46,14.85,39.31,0.76,-1,-1,-1
1,20,680.48,217.08,25.31,69.28,0.68,-1,-1,-1
2,1,292.51,223.28,43.35,131.86,0.95,-1,-1,-1
2,2,527.85,241.32,18.90,56.36,0.94,-1,-1,-1
2,3,671.90,210.17,85.77,189.04,0.94,-1,-1,-1
2,4,544.04,241.70,17.55,57.30,0.93,-1,-1,-1
2,5,549.38,219.22,19.72,56.02,0.92,-1,-1,-1
2,6,467.61,217.15,21.09,57.86,0.92,-1,-1,-1
2,7,318.07,230.01,32.33,92.51,0.91,-1,-1,-1
2,8,221.77,222.25,56.78,139.82,0.93,-1,-1,-1
2,9,713.70,214.74,87.77,169.29,0.92,-1,-1,-1
2,10,274.90,232.28,16.19,46.84,0.90,-1,-1,-1
2,11,507.60,216.12,20.94,60.94,0.89,-1,-1,-1
2,12,626.73,223.27,18.90,50.96,0.88,-1,-1,-1
2,13,210.36,229.00,19.31,45.89,0.86,-1,-1,-1
2,14,297.64,214.83,9.52,21.34,0.87,-1,-1,-1
2,15,289.62,215.07,10.12,21.26,0.86,-1,-1,-1
2,16,240.66,230.74,39.28,109.16,0.88,-1,-1,-1
2,17,333.71,224.17,16.08,45.95,0.85,-1,-1,-1
2,18,291.02,228.36,18.04,61.27,0.76,-1,-1,-1
2,19,488.29,227.43,14.85,38.73,0.70,-1,-1,-1
2,20,681.29,217.15,25.31,68.91,0.67,-1,-1,-1
3,1,292.50,223.29,42.92,132.03,0.95,-1,-1,-1
3,2,527.86,241.18,18.90,56.37,0.94,-1,-1,-1
3,3,674.58,208.64,85.95,191.18,0.92,-1,-1,-1
3,4,544.30,241.90,17.03,57.13,0.93,-1,-1,-1
3,5,549.48,219.20,19.56,56.03,0.92,-1,-1,-1
3,6,467.78,217.04,20.94,57.96,0.92,-1,-1,-1
3,7,318.91,229.62,31.67,92.84,0.90,-1,-1,-1
3,8,221.94,222.75,57.76,139.14,0.92,-1,-1,-1
3,9,716.81,212.61,86.79,171.81,0.91,-1,-1,-1
3,10,274.77,232.18,16.44,46.94,0.90,-1,-1,-1
3,11,507.35,215.72,20.96,60.87,0.88,-1,-1,-1
3,12,626.75,223.26,18.90,50.71,0.88,-1,-1,-1
3,13,210.43,228.86,19.75,46.66,0.86,-1,-1,-1
3,14,297.68,214.68,9.44,21.51,0.87,-1,-1,-1
3,15,289.57,214.84,10.12,21.51,0.86,-1,-1,-1
3,16,239.71,230.77,41.71,115.57,0.90,-1,-1,-1
3,17,334.26,224.05,16.57,47.66,0.84,-1,-1,-1
3,18,291.10,228.44,17.87,61.16,0.76,-1,-1,-1
3,19,488.91,227.03,14.85,37.75,0.57,-1,-1,-1
3,20,683.34,217.16,23.51,66.49,0.32,-1,-1,-1
4,1,292.86,223.31,42.56,131.59,0.95,-1,-1,-1
4,2,527.61,241.02,19.40,56.36,0.95,-1,-1,-1
4,3,677.91,208.00,84.92,191.94,0.91,-1,-1,-1
4,4,544.38,241.85,17.38,57.07,0.93,-1,-1,-1
4,5,549.50,219.21,19.52,55.78,0.93,-1,-1,-1
4,6,467.57,217.02,21.40,58.00,0.93,-1,-1,-1
4,7,319.41,228.93,31.24,93.16,0.88,-1,-1,-1
4,8,221.04,222.81,59.73,139.03,0.93,-1,-1,-1
4,9,722.25,213.64,83.47,170.37,0.90,-1,-1,-1
4,10,274.36,232.18,17.02,46.71,0.89,-1,-1,-1
4,11,507.76,215.99,20.47,60.08,0.88,-1,-1,-1
4,12,627.00,223.75,18.41,50.13,0.88,-1,-1,-1
4,13,210.57,229.33,19.89,46.17,0.86,-1,-1,-1
4,14,297.68,214.66,9.42,21.33,0.86,-1,-1,-1
4,15,289.31,214.68,10.13,21.59,0.86,-1,-1,-1
4,16,239.02,230.66,43.21,120.61,0.92,-1,-1,-1
4,17,334.54,224.04,16.85,47.48,0.85,-1,-1,-1
4,18,290.74,227.74,19.35,65.85,0.76,-1,-1,-1
4,19,489.34,226.68,14.35,37.94,0.63,-1,-1,-1
4,20,684.20,217.04,24.23,64.97,0.78,-1,-1,-1
5,1,292.98,223.17,42.45,131.56,0.95,-1,-1,-1
5,2,527.28,240.96,19.56,56.36,0.95,-1,-1,-1
5,3,681.39,206.12,83.03,194.52,0.92,-1,-1,-1
5,4,544.40,241.83,17.01,57.04,0.93,-1,-1,-1
5,5,549.73,219.20,19.03,55.69,0.93,-1,-1,-1
5,6,467.49,217.13,21.08,57.53,0.92,-1,-1,-1
5,7,319.68,229.18,31.48,93.01,0.87,-1,-1,-1
5,8,220.74,222.68,60.84,139.61,0.93,-1,-1,-1
5,9,726.91,212.83,81.38,171.51,0.90,-1,-1,-1
5,10,274.34,231.92,17.45,46.87,0.89,-1,-1,-1
5,11,507.90,216.08,20.29,59.80,0.89,-1,-1,-1
5,12,627.07,223.92,18.24,49.93,0.88,-1,-1,-1
5,13,210.50,229.36,20.18,46.22,0.86,-1,-1,-1
5,14,297.81,214.76,9.42,21.26,0.87,-1,-1,-1
5,15,289.23,214.61,10.13,21.85,0.86,-1,-1,-1
5,16,238.64,230.57,43.70,124.00,0.92,-1,-1,-1
5,17,334.50,224.04,17.05,47.63,0.86,-1,-1,-1
5,18,290.27,227.72,19.82,67.16,0.82,-1,-1,-1
5,19,489.46,225.35,14.68,38.99,0.69,-1,-1,-1
5,20,684.91,217.25,24.46,64.54,0.85,-1,-1,-1
6,1,293.02,223.48,42.43,131.21,0.95,-1,-1,-1
6,2,527.41,240.95,19.15,56.13,0.95,-1,-1,-1
6,3,687.04,206.30,78.78,194.32,0.91,-1,-1,-1
6,4,544.41,241.71,17.36,57.27,0.93,-1,-1,-1
6,5,549.82,219.21,18.87,55.67,0.93,-1,-1,-1
6,6,467.47,217.29,20.96,57.14,0.92,-1,-1,-1
6,7,320.24,228.48,31.10,93.89,0.90,-1,-1,-1
6,8,220.41,222.64,61.87,139.81,0.93,-1,-1,-1
6,9,734.13,210.92,75.91,173.76,0.88,-1,-1,-1
6,10,274.35,231.38,17.60,47.63,0.90,-1,-1,-1
6,11,507.96,216.60,19.76,59.00,0.88,-1,-1,-1
6,12,627.10,223.85,18.19,50.12,0.88,-1,-1,-1
6,13,210.60,229.37,20.04,46.24,0.87,-1,-1,-1
6,14,297.86,214.57,9.42,21.48,0.86,-1,-1,-1
6,15,288.98,214.25,10.13,22.41,0.86,-1,-1,-1
6,16,239.08,230.53,43.38,125.61,0.92,-1,-1,-1
6,17,334.70,224.52,16.65,46.02,0.85,-1,-1,-1
6,18,290.11,227.39,20.22,67.81,0.80,-1,-1,-1
